"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"ilp9","Astons Specialities (1 Utama)","Western","3.9","(16)","Petaling Jaya",""
"ey63","Eato Enjoy Japanese Paradise (1 Utama Ken Chan)","Malaysian","4.8","(23)","Petaling Jaya",""
"s9ve","Chun Yang Tea 春陽茶事  (1 Utama)","Tea","4.8","(100+)","Petaling Jaya",""
"icz1","LiHO Tea (1 Utama)","Tea","4.7","(100+)","Petaling Jaya",""
"r99h","A1 Bistro","Malaysian","4.8","(100+)","Petaling Jaya",""
"o6zg","LITTLE CRAVINGS","Asian","4.4","(100+)","Petaling Jaya",""
"qn22","SS2 Goreng Pisang (1 Utama)","Asian","4.4","(100+)","Petaling Jaya",""
"eu7n","TGV (1 Utama)","Snacks","4.5","(100+)","Petaling Jaya",""
"a7ds","Mr. Tuk Tuk (1 Utama)","Thai","4.6","(74)","Petaling Jaya",""
"d1ax","Bliss Babe","Healthy","5","(1)","Petaling Jaya",""
"n9wj","Domino’s Pizza (Bdr Kota D'sara)","Pizza","4.1","(1000+)","Petaling Jaya",""
"spz5","The Fish Bowl (One Utama)","Poke Bowl ","4.5","(1000+)","Petaling Jaya",""
"n1rp","MyEureka Snack Bar (One Utama Shopping Centre)","Snacks","4.8","(100+)","Petaling Jaya",""
"lxpe","Dunkin' (One Utama)","Bread","4.7","(100+)","Petaling Jaya",""
"ohza","O'Briens Irish Sandwich Cafe (1 Utama Shopping Centre)","Sandwiches","4.6","(100+)","Petaling Jaya",""
"zc5y","Xiaoman Dumpling (One Utama)","Asian","5","(1)","Petaling Jaya",""
"p9jj","Eggette Lab (One Utama)","Sandwiches","4.4","(100+)","Petaling Jaya",""
"u6iu","City Milk (1 Utama)","Bubble Tea","4.7","(100+)","Petaling Jaya",""
"pnb3","ALTHOUGH","Desserts","4.1","(23)","Petaling Jaya",""
"o6ij","Samir Mee Tarik","Noodles","4.4","(500+)","Petaling Jaya",""
"m0xd","Seaweed Club (One Utama)","Chicken","4.7","(500+)","Petaling Jaya",""
"k1h3","Indian Flavours","Indian","2.7","(23)","Petaling Jaya",""
"d0ig","Penang Chendul @ 1 Utama","Desserts","4.7","(500+)","Petaling Jaya",""
"p6gw","Senjyu (One Utama)","Sushi","4.3","(500+)","Petaling Jaya",""
"obab","Xiang by Nicsmann - Authentic Hunan Cuisine","Chinese","4","(1)","Petaling Jaya",""
"l2xj","Maria's Steakcafe (1 Powerhouse)","Pasta","4.7","(67)","Petaling Jaya",""
"r2tr","Kenny Rogers Roasters (One Utama)","Chicken","4.2","(500+)","Petaling Jaya",""
"ghv5","Nam Heong Ipoh (1 Utama)","Noodles","4.3","(500+)","Petaling Jaya",""
"ohf3","Coconut Shake Ara Damansara","Beverages","4.7","(100+)","Petaling Jaya",""
"e8lv","CHIZU (1 Utama)","Bread","4","(68)","Petaling Jaya",""
"d6mu","Stuff'd (One Utama)","Wraps","4.5","(100+)","Petaling Jaya",""
"t5aa","Beef Boss (IPC)","Japanese","4.8","(53)","Petaling Jaya",""
"lik3","Carl's Jr. (1 Utama)","Burgers","4.3","(100+)","Petaling Jaya",""
"m9jh","Hotpot Kitchen (1 Utama)","Chinese","4.4","(4000+)","Petaling Jaya",""
"llzc","Shoru Time","Malaysian","5","(15)","Petaling Jaya",""
"q0bm","Gindaco (One Utama)","Takoyaki","4.6","(500+)","Petaling Jaya",""
"ca9k","Wong Kok Char Chan Teng (1 Utama)","Chinese","4.6","(68)","Petaling Jaya",""
"s9vf","Little Yum Yum","Asian","4.8","(100+)","Petaling Jaya",""
"w0tn","Juu Juu Box (1 Utama)","Chicken","4.3","(14)","Petaling Jaya",""
"m44h","Churittos Fresh Mex (One Utama)","Wraps","4.8","(61)","Petaling Jaya",""
"olvq","Mee Hiris China Muslim (Citta Mall)","Chinese","4.7","(57)","Petaling Jaya",""
"vs7t","Koong Woh Tong (1 Utama)","Tea","4.8","(72)","Petaling Jaya",""
"m4ys","Breadstory (1Utama)","Sandwiches","4.6","(500+)","Petaling Jaya",""
"q4qn","Croissant Taiyaki (One Utama)","Bread","4.7","(100+)","Petaling Jaya",""
"s6yw","Big Fish Small Fish (One Utama)","Seafood","4.6","(100+)","Petaling Jaya",""
"pf9d","Roberto’s Pronto","Italian","3.1","(5)","Petaling Jaya",""
"osu2","Krispy Kreme (One Utama)","Bread","4.8","(500+)","Petaling Jaya",""
"wjc1","Sukiya Tokyo Bowl and Noodle (IPC Shopping Centre)","Asian","4.7","(100+)","Petaling Jaya",""
"q2mn","Lan Je Steam Fish (KD) 万撓籣姐一人一鱼","Seafood","4.7","(500+)","Petaling Jaya",""
"e31z","Jipinhe Scones ( One Utama)","Asian","2.8","(5)","Petaling Jaya",""
"kkxc","Mr Vegan","Vegetarian","4.5","(5)","Petaling Jaya",""
"jc3d","One Piece Onigirazu (1 Utama)","Seafood","4.7","(100+)","Petaling Jaya",""
"hux7","Richeese Factory (1 Utama)","Asian","4.3","(2000+)","Petaling Jaya",""
"nemd","Jollibee (Citta Mall)","Fast Food","4.3","(500+)","Petaling Jaya",""
"ppl5","Hungry Piipol Project","Korean","4.4","(100+)","Petaling Jaya",""
"n6rv","AK Noodles House (1 Utama)","Noodles","4.5","(500+)","Petaling Jaya",""
"d9fb","Nasi Kandar Penang Road","Nasi Kandar","4.6","(3000+)","Petaling Jaya",""
"e7zw","Italian Twist @Shell Damansara jaya","Italian","4.2","(6)","Petaling Jaya",""
"pk6n","Jom Chá by Farm Fresh (1 Utama Shopping Centre)","Beverages","4.6","(100+)","Petaling Jaya",""
"o2hy","Ayob's Cafe","Chicken Chop","4.6","(500+)","Petaling Jaya",""
"z3rx","Déli Wau (Citta mall)","Fried Rice","4.7","(1000+)","Petaling Jaya",""
"rfjs","Hansang Korean Restaurant","Korean","4.7","(100+)","Petaling Jaya",""
"ufi5","Royal Chicken Shawarma","Middle Eastern","5","(6)","Petaling Jaya",""
"rmbe","Gustoso@Shell Damansara jaya","Italian","5","(1)","Petaling Jaya",""
"mmyx","Aman Satay (Ara Damansara)","Chicken","4","(44)","Petaling Jaya",""
"coau","YASIR NASI KANDAR","Asian","4.3","(100+)","Petaling Jaya",""
"mcyf","Meatball Mania @Shell Damansara jaya","Italian","5","(1)","Petaling Jaya",""
"qa9i","Pasta Attack @SHELL Damansara Jaya","Asian","3.9","(10)","Petaling Jaya",""
"iu0q","Pasta Mafia @ Shell Damansara Jaya","Italian","4.9","(9)","Petaling Jaya",""
"m5fk","Juice Works (The Curve)","Juice","4.8","(1000+)","Petaling Jaya",""
"d4db","Hot & Roll (CITTA MALL)","Malaysian","4.4","(83)","Petaling Jaya",""
"bwhb","AYRA KITCHEN- Pusat Perdagangan Dana 1","Malaysian","4","(91)","Petaling Jaya",""
"op6e","Nitrocha","Malaysian","3.4","(6)","Petaling Jaya",""
"vbaf","Pezzo Pizza (IPC Damansara)","Pizza","2.9","(15)","Petaling Jaya",""
"czse","Pastalina @Shell Damansara jaya","Italian","4.7","(13)","Petaling Jaya",""
"mtau","Dáo Desserts Soymilk & Beancurd ( SS22 )","Asian","4.3","(13)","Petaling Jaya",""
"t3ol","Restoran Nasi Kandar SRB","Indian","4.4","(2000+)","Petaling Jaya",""
"ker7","Gantetsu Hokkaido Ramen (1 Utama)","Ramen","4.3","(100+)","Petaling Jaya",""
"tr3m","Crossroad Wrap @Shell Damansara jaya","Asian","4.9","(5)","Petaling Jaya",""
"jk8x","Yolé (1Utama)","Desserts","4.9","(11)","Petaling Jaya",""
"ggq3","Royal Pacific","Asian","4.2","(28)","Petaling Jaya",""
"k2ec","J.CO Donuts & Coffee (THE CURVE)","Bread","4.8","(2000+)","Petaling Jaya",""
"nsv7","The Yard @Shell Damansara jaya","Asian","3.6","(2)","Petaling Jaya",""
"n6jj","Onde Onde (Citta Mall)","Malaysian","4.3","(100+)","Petaling Jaya",""
"n7ks","Good Taste Restaurant (Damansara Jaya)","Chinese","4.4","(1000+)","Petaling Jaya",""
"n3cr","Para Thai (Citta Mall)","Thai","4.3","(100+)","Petaling Jaya",""
"mr91","Kafe Sarawak Johor","Malaysian","4.6","(500+)","Petaling Jaya",""
"uaam","Original Penang Kayu Nasi Kandar (Citta Mall)","Nasi Kandar","4.5","(500+)","Petaling Jaya",""
"f5cs","Boon Signature Roast Pork","Chinese","4.4","(1000+)","Petaling Jaya",""
"usdi","Dapur Cili Hijau (Citta Mall)","Malaysian","4.5","(5)","Petaling Jaya",""
"w2ns","Super Sliders","Chicken","4.9","(48)","Petaling Jaya",""
"g1n6","Madam Croffle (The Curve)","Desserts","4.7","(74)","Petaling Jaya",""
"o8xb","Little Fat Duck","Pasta","4.5","(500+)","Petaling Jaya",""
"xt9x","Boiling Mad Soup","Asian","2.3","(44)","Petaling Jaya",""
"t3fz","TeppanTokyo (PJ)","Japanese","4.9","(100+)","Petaling Jaya",""
"d3jc","Purple Monkey (Damansara Perdana)","Cakes","4.7","(100+)","Petaling Jaya",""
"l4ob","Itek Itik Roast Duck","Asian","4.5","(69)","Petaling Jaya",""
"vmq6","Machut @Shell Damansara jaya","Asian","5","(3)","Petaling Jaya",""
"m0xs","Q Bistro Nasi Kandar (Tesco Mutiara Damansara)","Malaysian","4.6","(2000+)","Petaling Jaya",""
"qk64","Wing It (Citta Mall)","Asian","3","(1)","Petaling Jaya",""
"n8fy","Bon Appetit","Pasta","4.8","(81)","Petaling Jaya",""
"xtj9","LeTen Citta Mall","Asian","4.1","(20)","Petaling Jaya",""
"xew9","Restaurant Jin Xuan Hong Kong (Damansara Jaya)","Chinese","4.7","(500+)","Petaling Jaya",""
"r2fi","ZUS Coffee (Atria Mall)","Coffee","4.8","(2000+)","Petaling Jaya",""
"rrjy","GOON WAH DAMANSARA JAYA","Seafood","4.4","(100+)","Petaling Jaya",""
"tdsp","Kopitiam Heung Kee","Chinese","4.5","(500+)","Petaling Jaya",""
"r809","Zukkini","Malaysian","5","(1)","Petaling Jaya",""
"o57f","Eggdicted (Citta Mall)","Sandwiches","4.5","(5)","Petaling Jaya",""
"f6oh","BlackBall (Atria Shopping Gallery)","Desserts","4.1","(500+)","Petaling Jaya",""
"pg49","KOREAN BARBEQUE HOUSE (Atria Mall)","Rice Dishes","4.6","(100+)","Petaling Jaya",""
"ll87","Ayam Penyet Jawa Asli (Citta Mall)","Malaysian","5","(3)","Petaling Jaya",""
"p7xn","Skohns Canteen (Damansara Perdana)","Western","4.4","(82)","Petaling Jaya",""
"cadg","Ayam Penyet Best Station (Lotus's Mutiara Damansara)","13630 min","2.1","(3)","Petaling Jaya",""
"brf7","Happy Lemon (Citta Mall)","Beverages","4.4","(24)","Petaling Jaya",""
"bvae","Restoren Syed Abu","Roti Canai","4.2","(100+)","Petaling Jaya",""
"vo71","Best Pork Mee(Restoran Empat Sembilan)","Noodles","4.5","(71)","Petaling Jaya",""
"cuum","Mr Fish Fish & Seafood Noodle (Atria Shopping Gallery)","Asian","4.7","(65)","Petaling Jaya",""
"nrdu","Restoran Patin River Wild","Seafood","4.5","(100+)","Petaling Jaya",""
"sopq","Mie Ayam Bakso Bogor - Citta Mall","Asian","4.9","(59)","Petaling Jaya",""
"qdfo","CHAGEE (Cittamall) 霸王茶姬","Tea","4.7","(100+)","Petaling Jaya",""
"pvqf","Restoran Syed Bistro","Fried Rice","4.2","(100+)","Petaling Jaya",""
"y2e2","Dapur Balado Kemangi","Malaysian","4.3","(100+)","Petaling Jaya",""
"gjwv","Gomommy foods","Asian","4.6","(100+)","Petaling Jaya",""
"s355","Little Eat Restaurant","Noodles","4.7","(75)","Petaling Jaya",""
"xeyy","Balai Makan by JTC F & B sdn bhd","Asian","5","(5)","Petaling Jaya",""
"s3vb","The Humble Food Company ( Damansara Perdana )","Pasta","4.6","(1000+)","Petaling Jaya",""
"doil","Good Taste Chicken Rice (Lotuss Foodcourt Mutiara Damansara)","Chicken","2.7","(17)","Petaling Jaya",""
"xenz","Q House 港湾茶餐厅 (Damansara Jaya)","Asian","4.6","(100+)","Petaling Jaya",""
"phvu","CRISPY CHIPPY","Seafood","4.6","(100+)","Petaling Jaya",""
"lsm7","Selera Kampung (Tesco Damansara)","Asian","3.9","(100+)","Petaling Jaya",""
"c04l","SATAY WARISAN TOKBAH NASI LEMAK NEKMA (DP)","Nasi Lemak","4.6","(100+)","Petaling Jaya",""
"j8zg","RESTORAN MUTIARA D MAJU","Roti Canai","4.5","(1000+)","Petaling Jaya",""
"apay","My Nasi Kandar Bistro (SS7)","Fried Rice","4.6","(15)","Petaling Jaya",""
"zvle","Kim Yong Gee Beef Noodle (Damansara Perdana)","Asian","5","(1)","Petaling Jaya",""
"k21f","Butter Burgers","Burgers","4.5","(73)","Petaling Jaya",""
"m0oi","Friendscino (Damansara Perdana)","Seafood","4.4","(100+)","Petaling Jaya",""
"ftb8","Nipis Pizza (Damansara Perdana)","Pizza","3.7","(17)","Petaling Jaya",""
"o0nu","Restoran Nasi Kandar Salam (Damansara Utama )","Malaysian","4.5","(2000+)","Petaling Jaya",""
"o4wa","Alfa Maju Curry House (Kelana Jaya)","Malaysian","4.2","(1000+)","Petaling Jaya",""
"q5pt","Pizza Express","Pizza","4.3","(1000+)","Petaling Jaya",""
"dzlc","FC03 Yong Tau Foo - Foodcourt Lotus Mutiara Damansara","Malaysian","4.5","(13)","Petaling Jaya",""
"a9wn","NASI ARAB & KEBAB","Middle Eastern","4","(100+)","Petaling Jaya",""
"h2rl","Satay RCD","Satay","4.7","(500+)","Petaling Jaya",""
"dg1d","DOUBLE D AYAM GORENG - DAMANSARA PERDANA","Malaysian","4.5","(70)","Petaling Jaya",""
"xmdt","Zhang Lao San Beef Noodle","Asian","4.7","(35)","Petaling Jaya",""
"ytk6","Western Stall (LOTUS'S Mutiara Damansara)","Chicken","3.9","(100+)","Petaling Jaya",""
"g5mo","Mohammad Wok Kitchen (Damansara Perdana)","Malaysian","4.6","(1000+)","Petaling Jaya",""
"dkwy","Restoran Ps Maju","Malaysian","4.6","(100+)","Petaling Jaya",""
"sa6f","HBR Bistro","Asian","4.7","(27)","Petaling Jaya",""
"nljj","GILA BURGER","Burgers","4.8","(100+)","Petaling Jaya",""
"zwg7","Surface Resto","Western","5","(2)","Petaling Jaya",""
"qqhw","SPADE'S BURGER (Damansara Utama)","Burgers","4.6","(100+)","Petaling Jaya",""
"g4pw","Chicken by Won Chicken Rice (Mutiara Damansara)","Chicken","4.5","(500+)","Petaling Jaya",""
"n3ei","Face To Face Noodle House (Damansara Perdana)","Noodles","4.5","(2000+)","Petaling Jaya",""
"u94g","Taiwan Canteen 台湾食堂 Uptown Damansara","Chinese","4.6","(500+)","Petaling Jaya",""
"sfjm","Nasik Minyak Utagha","Malaysian","5","(3)","Petaling Jaya",""
"r9yn","Ko Ko Kai Chicken Rice (Mutiara Damansara)","Chinese","4.6","(1000+)","Petaling Jaya",""
"jfif","Singapore Teochew Hawker","Soups","4","(93)","Petaling Jaya",""
"kn4n","Ajuuma - Damansara Utama","Korean","4.8","(99)","Petaling Jaya",""
"xuh3","Eg's Wok Kitchen","Asian","4.7","(100+)","Petaling Jaya",""
"fdkk","Gem Restaurant Damansara","Asian","4.1","(60)","Petaling Jaya",""
"ulg4","E.D.M. KITCHEN","Chinese","2.7","(3)","Petaling Jaya",""
"fmtq","Kuro Japanese Steamboat","Japanese","4.6","(9)","Petaling Jaya",""
"wy1q","Shugatori dessert cafe","Pancakes & Waffles","4.9","(23)","Petaling Jaya",""
"lhfu","FamilyMart (Famima - Uptown Tower 3)","Japanese","4.7","(100+)","Petaling Jaya",""
"o832","Little Happiness 93","Chinese","3.7","(15)","Petaling Jaya",""
"dko4","PULAU TIKUS MARKET","Chinese","3.1","(7)","Petaling Jaya",""
"w2og","頭家 Tau Ke","Chicken","4.7","(100+)","Petaling Jaya",""
"jar7","Warung Jabit KJ","Asian","4.9","(100+)","Petaling Jaya",""
"s2bg","Restoran Hathija Maju (Taman Sea)","Roti Canai","4.4","(500+)","Petaling Jaya",""
"brak","The Curry Man Shop","Malaysian","4.7","(9)","Petaling Jaya",""
"t5mx","Hometown Hainan Coffee (Taman Sea)","Malaysian","4.7","(100+)","Petaling Jaya",""
"efgr","Molten Chocolate Cafe (Uptown)","Bread","4.7","(100+)","Petaling Jaya",""
"q5kx","KL Food Exchange (Damansara Perdana) (EFMC)","Western","4.2","(2000+)","Petaling Jaya",""
"r4wg","Nonno's Pizza (Damansara Perdana) (EFMC)","Pizza","4","(1000+)","Petaling Jaya",""
"vii5","Omni Tea House (SS23)","Chinese","5","(1)","Petaling Jaya",""
"d1jc","Yong Tao Fu Chee Cheong Fun (Restoran Big Family)","Soups","4.7","(100+)","Petaling Jaya",""
"f580","Shen Niu Beef Noodle House - Starling Mall","Malaysian","2.6","(5)","Petaling Jaya",""
"jybq","KBN KING'S SEREMBAN BEEF NOODLE","Asian","4.7","(24)","Petaling Jaya",""
"r7dx","The Toast Spot (Damansara Perdana) (EFMC)","Sandwiches","4.1","(500+)","Petaling Jaya",""
"snx8","Tokyo Bowl Express (Damansara Perdana) (EFMC)","Japanese","4.1","(100+)","Petaling Jaya",""
"r7mc","Bob's Roast House (Damansara Perdana) (EFMC)","Burgers","3.8","(500+)","Petaling Jaya",""
"s6eg","Starbucks (Uptown 1)","Coffee","4.7","(100+)","Petaling Jaya",""
"aacz","Thai Tomyam Damansara Uptown","Thai","4.6","(500+)","Petaling Jaya",""
"lr2t","Nasi Lemak Wak Kentut Junior - The Podium","Malaysian","3.4","(8)","Petaling Jaya",""
"m3io","D'Tandoor (Damansara)","Indian","4.5","(500+)","Petaling Jaya",""
"c4hd","WARONG BAKSO YUYUK","Soups","4.5","(1000+)","Petaling Jaya",""
"p5gt","Avocadian (Damansara Uptown)","Soups","4.8","(500+)","Petaling Jaya",""
"imuf","Coco Loca, Coconut Shake (Taman Megah)","Beverages","4.9","(23)","Petaling Jaya",""
"no8k","Warong Bakso qalchi","Soups","4.4","(90)","Petaling Jaya",""
"a1rg","Suria Garden Cafe - Kelana Square","Asian","4.7","(1000+)","Petaling Jaya",""
"fmzn","AVENUE BISTRO (Empire Damansara)","Malaysian","4.4","(500+)","Petaling Jaya",""
"n7ib","Vanakam Kitchen","Indian","4.1","(100+)","Petaling Jaya",""
"s0fj","Truly Wine","Western","4.8","(8)","Petaling Jaya",""
"p1ov","Curry Leaf Restaurant","Indian","4.5","(100+)","Petaling Jaya",""
"g5p5","The Museum (Starling Mall)","Chinese","4.4","(100+)","Petaling Jaya",""
"e2lr","Sambal Sambal (Paradigm Mall)","Asian","4.9","(30)","Petaling Jaya",""
"q9ru","Komo Cafe @ TTDI","Malaysian","4.5","(500+)","Petaling Jaya",""
"viac","Ramen Seirock-Ya @ Uptown","Japanese","4.9","(100+)","Petaling Jaya",""
"wlx6","The Other Kitchen (PJ)","Malaysian","4.7","(12)","Petaling Jaya",""
"s5zu","Kaw Kaw Burger (Damansara)","Burgers","4.7","(100+)","Petaling Jaya",""
"kk6t","SALA (Starling)","Vegan","4.1","(31)","Petaling Jaya",""
"iuzk","Baker's Cottage (PJ Uptown)","Chicken Rice","4.8","(100+)","Petaling Jaya",""
"rmgg","Pasta Rasa (Paradigm Mall)","Asian","5","(5)","Petaling Jaya",""
"s8ww","Stiq (Damansara)","Western","4.6","(100+)","Petaling Jaya",""
"db56","Nasi Kandar Khulafa (DU)","Malaysian","4.5","(100+)","Petaling Jaya",""
"n1jn","Pho Vietz (Starling Mall)","Noodles","4.5","(100+)","Petaling Jaya",""
"n64q","Lohas Vegetarian Bistro","Vegetarian","4.3","(2)","Petaling Jaya",""
"n8rp","FOODZANIA CAFE RESTAURANT","Malaysian","4.2","(100+)","Petaling Jaya",""
"npbn","Mamak Kitchen","Roti Canai","4.5","(500+)","Petaling Jaya",""
"ypeh","Teo Chew Lor (Damansara Uptown)","Chinese","4","(100+)","Petaling Jaya",""
"m0bu","Restoran Jasima","Roti Canai","4.6","(3000+)","Petaling Jaya",""
"gy49","I Love Yoo! (Paradigm Mall)","Asian","4.4","(100+)","Petaling Jaya",""
"m63e","Wood & Grill by Mohd Chan","Asian","4","(29)","Petaling Jaya",""
"s0sn","The Billboard KL","Malaysian","4.6","(1000+)","Petaling Jaya",""
"k5z0","Nam Chuan Hainan Kopitiam (PJ)","Chinese","4.6","(500+)","Petaling Jaya",""
"vukr","Ken Chan Curry (Paradigm Mall)","Asian","4.7","(47)","Petaling Jaya",""
"gucx","Singapore Wok","Chinese","3.9","(77)","Petaling Jaya",""
"wh1d","Uncle Mani's Banana Leaf Restaurant","Indian","4.4","(100+)","Petaling Jaya",""
"n4kf","Restoran Ratha Raub","Indian","4.6","(2000+)","Petaling Jaya",""
"vusu","Nyonya Cendol (Paradigm Mall)","Malaysian","4.8","(93)","Petaling Jaya",""
"h4ie","Little Italy (Paradigm Mall)","Pasta","2.4","(10)","Petaling Jaya",""
"sxrz","FryDay's (Paradigm Mall)","Fried Chicken","4.8","(36)","Petaling Jaya",""
"l9eg","Nasi Lemak Mak Ngah (Empire Damansara)","Nasi Lemak","4.7","(500+)","Petaling Jaya",""
"m5gp","Canton Kitchen (Paradigm Mall)","Chinese","4.4","(500+)","Petaling Jaya",""
"dze9","Venus Coffee (Paradigm Mall)","Sandwiches","4.9","(10)","Petaling Jaya",""
"n1ug","Hadramawt Express","Sandwiches","4.7","(1000+)","Petaling Jaya",""
"mqrh","BananaBro (Paradigm Mall)","Asian","4.6","(53)","Petaling Jaya",""
"tk7z","Yatta Teppanyaki (Paradigm Mall)","Malaysian","4.5","(77)","Petaling Jaya",""
"kygx","KAFE TOK ALI THAI FOOD","Malaysian","4.5","(100+)","Petaling Jaya",""
"r5sj","KD Hong Kong (Paradigm Mall)","Chinese","4.4","(1000+)","Petaling Jaya",""
"n0hi","Ayam Penyet D'Kota (Paradigm Mall)","Ayam Penyet","4.7","(3000+)","Petaling Jaya",""
"s6st","Ipoh Ais Kopi","Chinese","4.5","(500+)","Petaling Jaya",""
"cnvd","Yi Poh (Paradigm PJ)","Malaysian","4.5","(63)","Petaling Jaya",""
"czac","Atas Thai Restaurant","Asian","5","(40)","Petaling Jaya",""
"q0rb","Vanilla Mille Crepe (Paradigm Mall)","Bread","4.7","(100+)","Petaling Jaya",""
"wwzc","GRINGO'S","Western","4.5","(12)","Petaling Jaya",""
"mji9","emart24 (Paradigm ) (Restaurant)","Korean","4.4","(500+)","Petaling Jaya",""
"q6uz","Chon Dak korean traditional chicken","Korean","4.5","(500+)","Petaling Jaya",""
"ytk7","Ken Chan Chicken (Paradigm Mall)","Asian","4.7","(5)","Petaling Jaya",""
"g3r1","Vivo Pizza (Paradigm Mall PJ)","Malaysian","4.9","(4)","Petaling Jaya",""
"s0mb","Delicious Bake (SS2)","Cakes","4.7","(100+)","Petaling Jaya",""
"adp2","Rice Bowl Tei Hanabi (Paradigm Mall)","Asian","3.5","(18)","Petaling Jaya",""
"p0xw","McDonald's (Shell SS6 - 1010380)","Fast Food","4.5","(10000+)","Petaling Jaya",""
"nhiu","Empire Sushi (Paradigm Mall PJ)","Sushi","4.8","(500+)","Petaling Jaya",""
"s7rn","RESTORAN MAULANA","Malaysian","4.4","(1000+)","Petaling Jaya",""
"kmvx","Fish & Co. (Paradigm Mall)","Seafood","4.5","(100+)","Petaling Jaya",""
"ycei","Memorie Tart (Paradigm Mall)","Cakes","5","(2)","Petaling Jaya",""
"r7gn","Restoran Al-Bidayah (TTDI)","Roti Canai","4.5","(2000+)","Petaling Jaya",""
"njao","TNR by Sean & Angie","Chinese","4.6","(100+)","Petaling Jaya",""
"yc93","Kokoro Japanese Noodle Shop (Paradigm Mall)","Japanese","4.4","(4)","Petaling Jaya",""
"s0vl","Tetangga Kita","Desserts","4.7","(1000+)","Petaling Jaya",""
"r79s","Pops Eatery TTDI","Asian","4.7","(5)","Petaling Jaya",""
"zdw6","Warong Geprek (Kelana Jaya)","Chicken","4.7","(3000+)","Petaling Jaya",""
"ggm7","Kopi Saigon Kelana Jaya @ Warong Geprek","Coffee","4.8","(100+)","Petaling Jaya",""
"o7gh","Kafe Tok Ali","Malaysian","4.6","(500+)","Petaling Jaya",""
"fyon","Costa Coffee (TTDI)","Beverages","4.4","(21)","Petaling Jaya",""
"z4hm","SS2 Chow Yang Kopitiam","Malaysian","4.9","(100+)","Petaling Jaya",""
"fb3w","Wonderful Mondays","Asian","4.9","(21)","Petaling Jaya",""
"u09x","Super Kitchen Chilli Pan Mee (Petaling Jaya)","Noodles","4.6","(500+)","Petaling Jaya",""
"r41t","Che’Nor Outlet Cafe ( Kelana Jaya )","Porridge","4.4","(500+)","Petaling Jaya",""
"oibi","Abadi Cafeteria Bistro","Asian","4.6","(1000+)","Petaling Jaya",""
"eisg","ABU CHAR KUEY TEOW","Kuey Teow","4.7","(100+)","Petaling Jaya",""
"p5qp","Dapo (Angah Corner DAC)","Burgers","4.7","(500+)","Petaling Jaya",""
"t3xh","Mama Ting","Noodles","4.7","(500+)","Petaling Jaya",""
"q7jo","Gong Cha (Shell TTDI)","Tea","4.7","(1000+)","Petaling Jaya",""
"o8ai","Angah Corner","Burgers","4.8","(500+)","Petaling Jaya",""
"s2tg","Restoran Yip Yong Klang Bah Ku Teh","Rice Dishes","4.6","(500+)","Petaling Jaya",""
"q6pe","Restoran Asneya Maju","Roti Canai","4.6","(500+)","Petaling Jaya",""
"r0jr","All Day Polo Bun","Bread","4.7","(500+)","Petaling Jaya",""
"y9g5","Angah Corner Kelana Jaya","Burgers","4.9","(98)","Petaling Jaya",""
"w4zi","Mychick (Chicken & Duck)","Malaysian","4.6","(100+)","Petaling Jaya",""
"jxjh","BIANG BIANG NOODLE BAR @ SS2","Noodles","4.9","(17)","Petaling Jaya",""
"s6bs","Seoul Station (3 Damansara)","Korean","4.7","(1000+)","Petaling Jaya",""
"jpi8","Sushi Hiro (SS2)","Sushi","4.6","(100+)","Petaling Jaya",""
"y5st","Dapoq @ Kelana Jaya","Malaysian","4.7","(3000+)","Petaling Jaya",""
"pcnt","Nasi kandaq kapitan","Malaysian","4.5","(1000+)","Petaling Jaya",""
"ectx","Wang Zi Luk Luk SS2","Chinese","4.7","(11)","Petaling Jaya",""
"q4qi","Chicken Plus (3 Damansara)","Fried Chicken","4.6","(1000+)","Petaling Jaya",""
"z6mz","JoJo Little Kitchen Pan Mee (SS2)","Noodles","4.6","(500+)","Petaling Jaya",""
"v0cm","Restoran Jemari (Petaling Jaya)","Malaysian","4.7","(4000+)","Petaling Jaya",""
"z3pa","Kirana Foodworks","Malaysian","5","(3)","Petaling Jaya",""
"m3rs","Puzzini Swedish Pizza","Pizza","4.5","(1000+)","Petaling Jaya",""
"ibly","Daorae (SS2)","Soups","4.5","(37)","Petaling Jaya",""
"q1yd","DStall Corner (Kelana Jaya)","Asian","4.7","(5000+)","Petaling Jaya",""
"c3wv","MK Porridge( SS2)","Porridge","4.7","(500+)","Petaling Jaya",""
"t2ob","The Soybean Factory (SS2)","Healthy","4.7","(1000+)","Petaling Jaya",""
"n2yi","Pizza Hut (TTDI)","Pizza","4.6","(2000+)","Petaling Jaya",""
"x1sx","Young Sanna Mee 养桑拿面 (SS2)","Noodles","4.7","(100+)","Petaling Jaya",""
"s3rj","Kreate Cafe KPJ Damansara","Seafood","4.8","(500+)","Petaling Jaya",""
"xsgc","Euro Deli","European","4.7","(77)","Petaling Jaya",""
"ihv5","Two Brothers' Cafe","Bread","4.8","(100+)","Petaling Jaya",""
"q4eg","Daboba 熊黑堂 (SS 2)","Bubble Tea","4.7","(2000+)","Petaling Jaya",""
"bnh6","Sate Hut (Kelana Jaya)","Satay","4.7","(2000+)","Petaling Jaya",""
"n7hc","Papa's Cafe","Chinese","4.4","(100+)","Petaling Jaya",""
